opstina,mesto,ulica,cena,povrsina,cena_po_m2,broj_soba,stanje,sprat,grejanje,uknjizenost,parking_garaza,Lift,Terasa,Lodja,Tavan,Podrum,namesten,godina_izgradnje,X,Y
Vozdovac,Lekino Brdo,Lekino Brdo,63000,35,1800,1.5,NA,1,Etazno,Uknjizba u toku,1,1,1,0,0,0,NA,2020,44.78632,20.48037
Cukarica,Banovo Brdo,Straska Pindzura,63000,43,1465,1.5,NA,3,Struja,Uknjizeno,0,0,0,1,0,0,Prazno,2020,44.77859,20.41232
Zvezdara,Mirijevo,Mirijevski bulevar,62700,50,1254,1.5,NA,2,Etazno,Uknjizeno,1,1,2,0,0,0,NA,NA,44.79834,20.52794
Rakovica,Vidikovac,Pilota Ratka Jovanovica,62500,49,1276,1.5,NA,NA,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.74655,20.43841
Zemun,Gornji Grad,Rada Koncara,62000,42,1476,1.5,NA,4,NA,Uknjizeno,0,0,1,0,0,0,Prazno,2014,44.84589,20.386
Zemun,Meandri,Rada Koncara,62000,42,1476,1.5,NA,4,Etazno,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.84589,20.386
Rakovica,Petlovo Brdo,Gocka,62000,42,1476,1.5,NA,1,Gas,Nije uknjizeno,0,0,2,0,0,1,Prazno,1968,44.72219,20.41914
Rakovica,Vidikovac,Susedgradska,62000,49,1265,1.5,NA,2,Centralno,NA,0,1,1,0,0,1,NA,NA,44.73513,20.42568
Rakovica,Labudovo Brdo,Sretena Mladenovica Mike,62000,54,1148,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,0,1,0,0,1,Prazno,NA,44.72943,20.42605
Zvezdara,Mirijevo,Mirijevski bulevar,62000,54,1148,1.5,NA,4,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.79834,20.52794
Cukarica,Julino Brdo,Porucnika Spasica i Masere,61900,51,1214,1.5,NA,7,Centralno,Uknjizeno,0,1,1,0,0,1,Prazno,NA,44.76562,20.4101
Zvezdara,Beograd,Presevska,60750,45,1350,1.5,NA,2,TA pec,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.79997,20.49352
Vozdovac,Jajinci,Kolonija,60500,55,1100,1.5,NA,NA,Norveski radijatori,Nije uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.75095,20.47668
Palilula,Cvijiceva,Ruvarceva,60000,45,1333,1.5,NA,Prizemlje,TA pec,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.81509,20.47627
Palilula,Cvijiceva,Ruvarceva,60000,45,1333,1.5,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.81509,20.47627
Vozdovac,Brace Jerkovic,Dragice Koncar,60000,48,1250,1.5,NA,5,Etazno,Uknjizeno,1,0,1,0,0,0,Namesteno,2010,44.76714,20.49858
Vozdovac,Brace Jerkovic,Dragice Koncar,60000,48,1250,1.5,NA,5,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2010,44.76714,20.49858
Zvezdara,Kluz,Dusana Radovica,60000,49,1224,1.5,NA,3,Centralno,Uknjizeno,0,0,0,1,0,0,NA,NA,44.79294,20.51881
Zemun,Zemun Backa,Banijska,60000,50,1200,1.5,NA,Suteren,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2018,44.84864,20.38472
Palilula,Visnjicka Banja,Stojana Stoleta Arandelovica,60000,59,1017,1.5,NA,Prizemlje,Centralno,Uknjizeno,1,0,1,0,0,1,NA,2010,44.81277,20.54068
Palilula,Novo Naselje,Novo Naselje,59900,48,1248,1.5,NA,6,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.81118,20.47897
Zemun,Gornji Grad,Banatska,59000,33,1788,1.5,NA,2,NA,Uknjizeno,0,1,0,0,0,0,NA,2016,44.85134,20.37915
Rakovica,Kanarevo Brdo,Milana Blagojevica Spanca,59000,36,1639,1.5,NA,3,NA,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.75805,20.45329
Vozdovac,Lekino Brdo,Pcinjska,58000,42,1381,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.78978,20.47495
Rakovica,Miljakovac,Bogdana zerajica,58000,43,1349,1.5,NA,4,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.74471,20.44959
Zvezdara,Mirijevo,Ulofa Palmea,58000,53,1094,1.5,NA,1,Centralno,Uknjizeno,0,0,0,1,0,0,NA,NA,44.78944,20.53905
Palilula,Kotez,Jovana Isailovica,58000,57,1018,1.5,NA,NA,Struja,Uknjizeno,1,0,1,0,0,0,NA,1968,44.81806,20.48015
Cukarica,Žarkovo,Ilije Djuricica,57750,35,1650,1.5,NA,1,Centralno,Uknjizeno,0,0,0,1,0,0,Prazno,2001,44.75941,20.41082
Vozdovac,Lekino Brdo,Belicka,57000,35,1629,1.5,NA,1,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.79071,20.47982
Cukarica,Žarkovo,Vodovodska,57000,38,1500,1.5,NA,2,Etazno,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.75783,20.40565
Zvezdara,Kluz,Losinjska,57000,40,1425,1.5,NA,1,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.78585,20.52339
Zvezdara,Kluz,Losinjska,57000,40,1425,1.5,NA,1,Gas,Uknjizeno,0,0,1,0,0,0,Prazno,2010,44.78585,20.52339
Zvezdara,Konjarnik,Olge Alkalaj,57000,47,1213,1.5,NA,11,Centralno,Uknjizeno,0,2,0,0,0,0,NA,NA,44.78066,20.5094
Cukarica,Bele Vode,Vladimira Copica,57000,65,877,1.5,NA,Prizemlje,Gas,Nije uknjizeno,1,0,1,0,0,1,Namesteno,NA,44.74994,20.4062
Zvezdara,Kluz,Voje Veljkovica,56908,34,1674,1.5,NA,NA,Centralno,NA,1,1,0,0,0,0,NA,2020,44.78698,20.51833
Palilula,Karaburma,Marijane Gregoran,56000,43,1302,1.5,NA,1,NA,Uknjizeno,0,0,1,1,0,0,NA,NA,44.81327,20.50681
Rakovica,Rakovica - Centar,Maricka,56000,59,949,1.5,NA,NA,Struja,Uknjizeno,0,0,1,0,0,1,Prazno,NA,44.74375,20.43612
Vozdovac,Lekino Brdo,Lekino Brdo,55500,37,1500,1.5,NA,Nisko,Podno,NA,0,1,1,0,0,0,NA,2017,44.78632,20.48037
Zvezdara,Cvetkova Pijaca,Donska,55000,34,1618,1.5,NA,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.79078,20.50338
Savski Venac,,Balkanska,55000,65,846,1.5,NA,NA,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.809,20.4587
Zvezdara,Mirijevo,Kapetana Milosa Žunjica,54510,47,1160,1.5,NA,NA,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.79345,20.53875
Zemun,Novi Grad,Hercegovacka,54000,36,1500,1.5,NA,NA,NA,Uknjizeno,1,1,0,0,0,1,NA,NA,44.83426,20.38206
Vozdovac,Brace Jerkovic,Brace Jerkovic,54000,38,1421,1.5,NA,4,Etazno,Uknjizeno,0,0,1,0,0,0,NA,2002,44.7713,20.48792
Zemun,Zemun - Centar,Banijska,54000,44,1227,1.5,NA,Suteren,NA,Uknjizeno,1,NA,NA,NA,NA,NA,NA,NA,44.84864,20.38472
Cukarica,Filmski Grad,Filmski Grad,54000,49,1102,1.5,NA,4,Norveski radijatori,Uknjizeno,0,0,1,0,0,0,NA,NA,44.77825,20.41506
Rakovica,Resnik,Edvarda Griga,54000,54,1000,1.5,NA,NA,Centralno,Nije uknjizeno,0,0,0,0,0,1,Prazno,NA,44.71111,20.4655
Vozdovac,Brace Jerkovic,Brace Jerkovic,53900,48,1123,1.5,NA,2,Etazno,NA,1,0,1,0,0,0,NA,2002,44.7713,20.48792
Zemun,Marija Bursac,Dr Milivoja Babica,53500,48,1115,1.5,NA,Prizemlje,NA,Uknjizeno,0,0,1,0,0,0,NA,NA,44.83761,20.39083
Rakovica,Petlovo Brdo,Nicifora Ninkovica,53500,48,1115,1.5,NA,1,Gas,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.71918,20.42338
Zemun,,Strosmajerova,53000,38,1395,1.5,NA,2,NA,Uknjizeno,0,0,0,1,0,0,NA,NA,44.84259,20.41181
Vozdovac,Medakovic ,Radovana Simica Cige,53000,45,1178,1.5,NA,NA,Centralno,Uknjizeno,0,1,1,0,0,1,Prazno,1976,44.77737,20.49776
Zvezdara,Mirijevo,Kapetana Milosa Žunjica,52956,44,1204,1.5,NA,5,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.79345,20.53875
Palilula,Karaburma,Dragoslava Srejovica,52000,37,1405,1.5,NA,1,Etazno,Uknjizeno,0,1,1,0,0,0,NA,2020,44.81088,20.50942
Vozdovac,Vozdovac,Vojvode Stepe,52000,39,1333,1.5,NA,4,Centralno,NA,1,NA,NA,NA,NA,NA,NA,2010,44.78559,20.49139
Zemun,Gornji Grad,Ugrinovacka,52000,40,1300,1.5,NA,1,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.8493,20.39137
Zvezdara,Mirijevo,Ljubise Miodragovica,52000,40,1300,1.5,NA,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.79051,20.54756
Palilula,Karaburma,Roda,52000,44,1182,1.5,NA,Prizemlje,Norveski radijatori,Uknjizeno,0,1,0,1,0,0,NA,2019,44.81118,20.47897
Zvezdara,Mirijevo,Kapetana Milosa Žunjica,51400,42,1224,1.5,NA,1,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.79345,20.53875
Vozdovac,Lekino Brdo,Lekino Brdo,51000,34,1500,1.5,NA,Nisko,Podno,NA,1,1,1,0,0,0,NA,2017,44.78632,20.48037
Vozdovac,Lekino Brdo,Lekino Brdo,51000,34,1500,1.5,NA,Prizemlje,Struja,NA,0,1,1,0,0,0,NA,2017,44.78632,20.48037
Cukarica,Železnik,Ilije Calica,50700,39,1300,1.5,NA,3,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,2014,44.72762,20.37685
Zemun,Kalvarija,Zlatiborska,50000,34,1471,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,0,1,0,0,1,Prazno,1938,44.83821,20.39647
Novi Beograd,Ledine,Ledine,50000,45,1111,1.5,NA,3,Etazno,Uknjizeno,0,0,1,0,0,0,NA,2018,44.82374,20.41415
Vozdovac,Kumodraz,Peka Dapcevica,49900,38,1313,1.5,NA,1,Centralno,NA,0,0,0,1,0,0,Prazno,NA,44.75621,20.49751
Zvezdara,Mirijevo,Mirijevski venac,49900,50,998,1.5,NA,10,Centralno,Uknjizeno,0,1,0,1,0,0,Prazno,NA,44.79067,20.53366
Rakovica,Miljakovac,Stanka Paunovica Veljka,49500,45,1100,1.5,NA,NA,Gas,Nije uknjizeno,0,0,1,0,0,0,NA,2018,44.74358,20.4507
Novi Beograd,Hotel YU,Hotel YU,49000,35,1400,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.82374,20.41415
Vozdovac,Vojvode Vlahovica,Vojvode Vlahovica,49000,36,1361,1.5,NA,Suteren,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2016,44.75681,20.50663
Palilula,Karaburma,Garsija Lorke,48600,36,1350,1.5,NA,1,Etazno,NA,0,NA,NA,NA,NA,NA,NA,2020,44.80894,20.5159
Palilula,Karaburma,Karaburma,48000,44,1091,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.8151,20.50634
Zvezdara,Mirijevo,Dragoslava Srejovica,48000,52,923,1.5,NA,Prizemlje,Gas,Uknjizeno,1,0,1,0,0,0,NA,NA,44.81231,20.50494
Zvezdara,Mirijevo,Kapetana Milosa Žunjica,47725,41,1164,1.5,NA,NA,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.79345,20.53875
Obrenovac,,Obrenovac,47350,50,947,1.5,NA,4,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.65374,20.20248
Zemun,Gornji Grad,Sevina,47000,31,1516,1.5,NA,NA,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.83964,20.3775
Zvezdara,Mirijevo,Vitezova Karadordeve zvezde,47000,39,1205,1.5,NA,3,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2009,44.79339,20.5249
Palilula,Karaburma,Dragoslava Srejovica,46000,41,1122,1.5,NA,Prizemlje,NA,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81088,20.50942
Vozdovac,Brace Jerkovic,Skendera Kulenovica,46000,43,1070,1.5,NA,7,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,1970,44.77204,20.49746
Palilula,Borca,Hopovska,45900,45,1020,1.5,NA,3,Centralno,NA,0,0,1,0,0,0,NA,2003,44.81118,20.47897
Rakovica,Vidikovacka Padina,Prvoboraca,45500,43,1058,1.5,NA,2,NA,Uknjizeno,0,0,0,1,0,0,NA,NA,44.73414,20.42425
Vracar,Slavija,Njegoseva,45000,20,2250,1.5,NA,Suteren,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.80168,20.47226
Zvezdara,Mirijevo,Ljubise Miodragovica,45000,40,1125,1.5,NA,1,Norveski radijatori,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,2006,44.79051,20.54756
Vozdovac,Medakovic ,Veselina Cajkanovica,45000,44,1023,1.5,NA,1,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2003,44.77177,20.50491
Zvezdara,Bulbulder,Pante Sreckovica,45000,45,1000,1.5,NA,Suteren,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2017,44.80734,20.49865
Zemun,Zemun Polje,Sergeja Jesenjina,45000,47,957,1.5,NA,1,TA pec,NA,0,0,0,1,0,0,NA,NA,44.87313,20.32409
Savski Venac,Senjak,Kacanskog,44900,35,1283,1.5,NA,Nisko,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.78691,20.43799
Zvezdara,Mirijevo,Dragoslava Ðordevica Gose,44500,37,1203,1.5,NA,1,Norveski radijatori,Uknjizeno,0,1,0,1,0,0,NA,NA,44.79616,20.53007
Zvezdara,Mirijevo,Mihaila Bulgakova,44000,36,1222,1.5,NA,4,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2010,44.78725,20.54187
Cukarica,Bele Vode,Momcila Cedica,43900,41,1071,1.5,NA,Prizemlje,Struja,Nije uknjizeno,0,0,1,0,0,1,Prazno,NA,44.75113,20.40566
Palilula,Visnjicka Banja,Slanacki put,43200,36,1200,1.5,NA,2,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2018,44.80954,20.5484
Palilula,Visnjicka Banja,Slanacki put,43200,36,1200,1.5,NA,2,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2018,44.80954,20.5484
Zvezdara,Mirijevo,Sejkina ,43000,44,977,1.5,NA,Nisko,TA pec,Uknjizba u toku,0,0,1,0,0,0,NA,2010,44.79762,20.529
,Beograd,Mitrovo brdo,42650,35,1219,1.5,NA,2,Etazno,NA,1,0,1,0,0,0,NA,2019,44.7602,20.50143
Zvezdara,Zvezdara,Miljana Miljanica ,42250,37,1142,1.5,NA,Nisko,NA,NA,1,0,1,1,0,0,NA,2017,44.80239,20.48914
Surcin,Surcin - Centar,Vojvodanska,42000,40,1050,1.5,NA,NA,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.80652,20.37317
Surcin,Surcin - Centar,Vojvodanska,42000,40,1050,1.5,NA,NA,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2016,44.80652,20.37317
Cukarica,Sremcica,Sare Bernar,42000,42,1000,1.5,NA,1,Centralno,Uknjizeno,0,0,0,1,0,0,NA,NA,44.69718,20.38042
Rakovica,Knezevac,Prvoboraca,41000,40,1025,1.5,NA,1,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.73414,20.42425
Palilula,Visnjicka Banja,Slanacki put,41000,48,854,1.5,NA,Suteren,Struja,Uknjizeno,1,0,1,0,0,0,NA,2011,44.80954,20.5484
Palilula,Visnjicka Banja,Visnjicka Banja,40800,34,1200,1.5,NA,1,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2019,44.81708,20.54174
Palilula,Krnjaca,Grge Andrijanovica,40000,47,851,1.5,NA,1,Struja,Nije uknjizeno,1,0,0,1,0,0,NA,2012,44.84635,20.49628
Palilula,Karaburma,Dragoslava Srejovica,39500,29,1362,1.5,NA,1,NA,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81088,20.50942
Vozdovac,Medakovic,Morinjska,39000,36,1083,1.5,NA,Nisko,NA,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.77985,20.50288
Zemun,Batajnica,Simanovacka,39000,43,907,1.5,NA,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.79446,20.48272
Rakovica,Knezevac,Prvoboraca,38900,38,1024,1.5,NA,3,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2008,44.73414,20.42425
Zvezdara,Mirijevo,Zagradje,38130,38,1003,1.5,NA,1,Norveski radijatori,NA,1,0,1,0,0,0,NA,2020,44.79577,20.53363
Palilula,Visnjicka Banja,Sestara Jankovic,38000,32,1188,1.5,NA,3,NA,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81419,20.54537
Rakovica,Vidikovacka Padina,Prvoboraca,38000,36,1056,1.5,NA,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.73414,20.42425
Rakovica,Vidikovacka Padina,Prvoboraca,38000,36,1056,1.5,NA,Prizemlje,Etazno,Uknjizeno,0,0,0,1,0,0,Prazno,2006,44.73414,20.42425
Rakovica,Vidikovacka Padina,Prvoboraca,38000,36,1056,1.5,NA,Nisko,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2007,44.73414,20.42425
Cukarica,Sremcica,Žila Verna,37900,48,790,1.5,NA,2,Struja,Uknjizeno,0,0,1,0,0,1,NA,NA,44.68983,20.38299
Zemun,Batajnica,Centar,37500,38,987,1.5,NA,Prizemlje,Etazno,NA,1,0,1,0,0,0,NA,2019,44.84529,20.41041
Palilula,Visnjicka Banja,Darinke Jevric,37000,37,1000,1.5,NA,1,Struja,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.81618,20.53907
Palilula,Visnjicka Banja,Darinke Jevric,37000,38,974,1.5,NA,NA,Struja,Nije uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81618,20.53907
Palilula,Borca,Ivana Milutinovica,36000,25,1440,1.5,NA,2,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,NA,44.874822,20.461692
Zvezdara,Mirijevo,Milica od Macve,36000,30,1200,1.5,NA,NA,Etazno,Uknjizba u toku,1,1,1,0,0,0,NA,2020,44.79313,20.50491
Rakovica,Knezevac,Slavka Rodica,36000,31,1161,1.5,NA,3,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.73973,20.43259
Zvezdara,Konjarnik,Ustanicka,36000,34,1059,1.5,NA,Suteren,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.78343,20.51611
Novi Beograd,Bezanijska Kosa,Srdana Aleksica,35900,32,1122,1.5,NA,Suteren,Centralno,Nije uknjizeno,0,1,0,0,0,0,NA,NA,44.8089,20.3626
Palilula,Borca,Ivana Milutinovica,35640,36,990,1.5,NA,3,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.874822,20.461692
Novi Beograd,Blok 61,Dr Ivana Ribara,35000,24,1458,1.5,NA,Nisko,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,1980,44.80095,20.36885
Vozdovac,Brace Jerkovic,Nade Naumovic,35000,31,1129,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,1980,44.77748,20.48526
Novi Beograd,Blok 63,Gandijeva,35000,33,1061,1.5,NA,Nisko,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.8075,20.38505
Zemun,Altina,Ugrinovacki put,34000,37,919,1.5,NA,3,NA,Nije uknjizeno,1,0,1,0,0,0,NA,2007,44.85837,20.35507
Cukarica,Filmski Grad,Arcibalda Rajsa,34000,40,850,1.5,NA,3,Etazno,Nije uknjizeno,0,NA,NA,NA,NA,NA,Prazno,2006,44.75584,20.42705
Palilula,,Janka Katica,33500,32,1047,1.5,NA,Prizemlje,Struja,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81118,20.47897
Palilula,Borca,Borca,33000,30,1100,1.5,NA,3,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Novi Beograd,Bezanijska Kosa,Bezanijska Kosa,33000,33,1000,1.5,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.82192,20.38781
Palilula,Borca,Borca,33000,36,917,1.5,NA,1,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Palilula,Krnjaca,Grge Andrijanovica,32500,39,833,1.5,NA,1,TA pec,NA,0,0,1,0,0,0,NA,NA,44.84635,20.49628
Cukarica,Železnik,Radnih akcija,32000,24,1333,1.5,NA,4,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,1965,44.73301,20.37536
Rakovica,Kanarevo Brdo,Roze Luksemburg,32000,30,1067,1.5,NA,2,NA,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.75091,20.4537
Grocka,Grocka kraj,Grobljanska,31500,47,670,1.5,NA,Prizemlje,NA,NA,0,0,1,0,0,1,NA,NA,44.66117,20.58509
Palilula,Borca,Borca,31200,35,891,1.5,NA,2,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Palilula,Borca,Borca,31000,33,939,1.5,NA,Prizemlje,Struja,Nije uknjizeno,0,0,1,0,0,1,Prazno,NA,44.81118,20.47897
Palilula,Krnjaca,Partizanski blok,31000,35,886,1.5,NA,3,TA pec,NA,1,0,0,1,0,0,NA,2006,44.84559,20.48412
Rakovica,Kanarevo Brdo,Vukasoviceva,30500,45,678,1.5,NA,Nisko,Centralno,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.74498,20.46221
Zvezdara,Mirijevo,Ladne vode,30000,30,1000,1.5,NA,Prizemlje,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.79764,20.5251
Zvezdara,Mirijevo,Ladne vode,30000,30,1000,1.5,NA,Prizemlje,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,1970,44.79764,20.5251
Cukarica,Novi Železnik,Branka Radicevica ,30000,36,833,1.5,NA,Nisko,Struja,NA,0,NA,NA,NA,NA,NA,NA,NA,44.72732,20.38494
Rakovica,Knezevac,Knezevacka,30000,39,769,1.5,NA,Prizemlje,Norveski radijatori,Nije uknjizeno,1,NA,NA,NA,NA,NA,Namesteno,NA,44.73446,20.42786
Novi Beograd,Ledine,Surcinski put,29500,33,894,1.5,NA,NA,Etazno,NA,0,0,1,0,0,0,NA,NA,44.80516,20.35644
Palilula,Krnjaca,Krnjaca,28000,30,933,1.5,NA,NA,Etazno,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,2006,44.81118,20.47897
Zvezdara,Mirijevo,Zagradje,27790,28,993,1.5,NA,1,Norveski radijatori,NA,1,0,1,0,0,0,NA,2020,44.79577,20.53363
Palilula,Padinska Skela,Padinska Skela,27000,36,750,1.5,NA,Prizemlje,Struja,Uknjizeno,1,0,1,0,0,0,NA,NA,44.95445,20.42129
Palilula,Kotez,Kotez,27000,41,659,1.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.81118,20.47897
Palilula,Kotez,Olge Jovicic,26500,30,883,1.5,NA,NA,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.84967,20.46746
Cukarica,Bele Vode,Kraljevackih zrtava,26000,29,897,1.5,NA,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.75017,20.40766
Cukarica,Bele Vode,Kraljevackih zrtava,26000,29,897,1.5,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.75017,20.40766
Palilula,Borca,Bele Bartoka,26000,36,722,1.5,NA,6,Centralno,NA,1,1,1,0,0,0,NA,NA,44.81118,20.47897
Barajevo,Gaj,Carice Milice,26000,55,473,1.5,NA,1,Centralno,Uknjizeno,0,0,2,0,0,1,NA,NA,44.81555,20.456
Cukarica,Železnik,1. maja,25000,30,833,1.5,NA,1,Struja,Nije uknjizeno,0,0,0,1,0,1,Prazno,1947,44.77825,20.41506
Vracar,Beograd,Maksima Gorkog,25000,34,735,1.5,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.79587,20.47759
Barajevo,Barajevo - Centar,Carice Milice,25000,55,455,1.5,NA,1,Centralno,Uknjizeno,1,0,1,1,0,0,NA,NA,44.81555,20.456
Sopot,Sopot - Centar,Sopot - Centar,23500,36,653,1.5,NA,NA,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.52252,20.57492
Rakovica,Resnik,Aleksandra Vojinovica,19000,26,731,1.5,NA,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.70671,20.45116
Palilula,Tasmajdan,Dalmatinska,177710,68,2613,1.5,Novo,6,NA,NA,0,0,1,0,0,0,NA,2020,44.8128,20.47618
Novi Beograd,Blok 25 - Arena,Antifasisticke borbe,142000,57,2491,1.5,Novo,6,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2000,44.80768,20.41902
Novi Beograd,Blok 67a - A Blok,Blok 67a - A Blok,139000,47,2957,1.5,Novo,4,Centralno,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.81535,20.41593
Zvezdara,Uciteljsko Naselje,Vladimira Gortana,135000,52,2596,1.5,Novo,4,Centralno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.78633,20.51575
Stari Grad,Skupstina,Skupstina,133000,44,3023,1.5,Novo,6,Centralno,Uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.81311,20.46329
Vracar,Kalenic,Molerova,132000,33,4000,1.5,Novo,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2020,44.80314,20.47386
Vracar,Krunski Venac,Molerova,132000,41,3220,1.5,Novo,Prizemlje,NA,NA,1,1,0,0,0,1,NA,2019,44.80314,20.47386
Novi Beograd,Blok 67 - Belville,Jurija Gagarina,129000,53,2434,1.5,Novo,2,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.80407,20.37989
Stari Grad,Skupstina,Ilije Garasanina,125000,36,3472,1.5,Novo,NA,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.81153,20.47182
Vracar,Crveni Krst Vracar,Sazonova,125000,52,2404,1.5,Novo,NA,Centralno,Uknjizeno,1,1,1,0,0,0,NA,2019,44.7959,20.48261
Vracar,Juzni Bulevar,Juzni Bulevar,122500,49,2500,1.5,Novo,1,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,2019,44.7928,20.47359
Palilula,Bogoslovija,Mitropolita Petra,119000,43,2767,1.5,Novo,2,Centralno,Uknjizeno,0,1,0,0,0,1,Prazno,2012,44.81693,20.48512
